131.30835,7.5057096,q
129.05367,7.5342207,q
126.18722,7.9715796,q
126.18722,7.9715805,q
106.94574,6.6,q
125.41355,7.826611,q
124.93722,7.365012,q
133.92001,7.598802,q
117.90659,6.9502234,q
131.30835,7.5057096,b
131.30835,7.9715796,b
131.30835,7.9715805,b
129.05367,7.5342207,b
126.18722,7.5057096,b
126.18722,7.9715796,b
126.18722,7.9715805,b
131.42175,7.5342207,b
131.42175,6.6,b
162.64555,7.9715796,b
162.64555,7.9715805,b
106.94574,6.6,b
177.62201,7.826611,b
123.50984,6.6,b
123.50984,7.365012,b
123.50984,6.9502234,b
125.41355,7.826611,b
125.41355,7.598802,b
124.93722,7.365012,b
124.93722,6.9502234,b
133.92001,7.826611,b
133.92001,7.598802,b
117.90659,7.365012,b
117.90659,6.9502234,b
155.93295,7.598802,b
155.93295,7.826611,b
/
40.48645,2.370216,q
61.214954,3.2431514,q
26.005066,1.9510136,q
26.00507,1.9510136,q
61.214954,3.243152,q
38.01675,2.2202883,q
65.07804,3.976003,q
38.016758,2.2202883,q
40.48645,2.370216,b
40.48645,3.2431514,b
40.48645,3.243152,b
61.214954,2.370216,b
61.214954,3.2431514,b
61.214954,3.243152,b
61.214954,1.9510136,b
61.214954,3.976003,b
26.005066,1.9510136,b
26.005066,2.2202883,b
26.005066,3.243152,b
26.00507,3.2431514,b
26.00507,1.9510136,b
26.00507,2.2202883,b
38.01675,1.9510136,b
38.01675,2.2202883,b
65.07804,3.243152,b
65.07804,3.976003,b
65.07804,3.2431514,b
38.016758,2.2202883,b
38.016758,1.9510136,b
/
55.673225,3.786322,q
101.63931,7.1071243,q
120.1129,7.537496,q
147.15501,8.571763,q
130.68033,7.914248,q
120.20036,7.2593956,q
70.703545,5.7696495,q
60.660225,3.307984,q
22.450027,1.5356432,q
28.57967,1.7751751,q
25.27945,1.60965,q
45.10743,2.8337183,q
55.101006,2.828125,q
40.77014,2.2458568,q
140.81842,5.959384,q
115.112656,5.0790963,q
55.673225,3.786322,b
157.16537,3.786322,b
157.16537,7.914248,b
101.63931,7.1071243,b
101.63931,7.2593956,b
126.618614,7.537496,b
126.618614,5.7696495,b
126.618614,7.914248,b
147.4021,7.1071243,b
147.4021,8.571763,b
147.4021,3.307984,b
120.1129,7.537496,b
120.1129,5.7696495,b
147.15501,8.571763,b
143.78384,8.571763,b
143.78384,7.1071243,b
143.78384,7.2593956,b
